first,last,cid,feccandid
Mark,Walker,N00035311,S2NC00307
Paul,Walker,N00049306,H2MO07150
Scott,Walker,N00040214,H6DE00214
Charles,Walking Child,N00049625,H2MT01102
Gary,Walkowicz,N00024108,H8MI07039
Jim,Walkowicz,N00051798,H2MI09178
Dave,Wallace,N00033288,H2MD06310
Eric,Wallace,N00030975,S2IL00192
Larry,Wallace,N00049008,H2TX10147
Litesa,Wallace,N00049557,H2IL17139
Angela,Walls-Windhauser,N00039471,H0FL10097
Jackie,Walorski,N00031226,H0IN02190
Sara,Walsh,N00048881,H2MO04157
Gerald,Walters,N00046204,H0IN07249
Paul,Walton,N00049093,H2GA09218
Michael,Waltz,N00042403,H8FL06148
Ashley,Ward,N00049641,H2NC04135
Emet,Ward,N00051297,H2WA08232
Richard,Ward,N00051892,H2CO08152
Casey,Wardynski,N00048465,H2AL05128
Jeff,Warner,N00048713,H2MD04307
Kathy,Warner-Stanton,N00049272,H2AL05177
Raphael,Warnock,N00046489,S0GA00559
Jon,Warren,N00050008,S2NC00653
George,Washington,N00051186,H2KY04253
Keith,Washington,N00012167,H8MD05046
Daniel,Wassmer,N00052092,S2PA00745
Jay,Wasson,N00049307,H2MO07168
Allen,Waters,N00040633,H2RI01202
Dom,Waters,N00048484,H2CO01173
Justin James Mr.,Waters,N00048675,H2FL03189
Maxine,Waters,N00006690,H4CA23011
Tommy,Waters,N00051048,H2HI02573
Richard,Watkins,N00041676,H2NC06122
Ronald,Watkins,N00049415,H2AZ01362
Annette,Watson,N00050400,H2MN07147
Coleman,Watson,N00048822,S2FL00672
Ezra,Watson,N00048742,H2NY21131
Lacy,Watson,N00044598,H0WV03144
Andrew G.,Watters,N00049437,H2CA14154
Lee,Watts,N00049565,H2KY02158
John,Weaver,N00050409,H2NE01159
Justin,Webb,N00049184,H2TX32133
Errol,Webber,N00045383,H2CA47204
Randy,Weber,N00033539,H2TX14149
Daniel,Webster,N00026335,H0FL08208
Joseph,Webster,N00051276,H2HI02607
Peter,Weed,N00050086,H2FL10317
Joshua,Weil,N00047889,S2FL00466
Tom,Weiler,N00049606,H2MN03104
Alexander,Weinstein,N00049195,H2WV01110
Ira,Weinstein,N00051180,H2FL23146
Charles,Weir,N00050323,H2CA52170
Richard,Weiss,N00052091,S2PA00737
Sean Matthew Mr,Weiss,N00049530,H2GA03187
Jonathan,Welch,N00050489,H2WA02235
Peter,Welch,N00000515,S2VT00235
Richard,Welch,N00049173,H2TX07093
Jessica,Wellington,N00049794,H2TX08307
Bill,Wells,N00049478,H2CA53038
Patrick,Wells,N00048180,H2FL08089
Steve,Wells,N00039137,H2NY22238
Tom,Wells,N00002763,H8FL03020
Eric,Welsh,N00048510,H2GA06131
Bradley D.,Welter,N00051322,H2AK00333
Harry,Welty,N00010777,H2MN08061
Barry,Wendell,N00050280,H2WV02191
Laurence,Wenke,N00040019,H2MI04294
Thomas,Wenn,N00052082,S2LA00218
Brad,Wenstrup,N00033310,H2OH02085
Michael Joseph II,Werner,N00048453,S2WA00379
Amy Phan,West,N00045013,H2CA45125
Charles,West,N00046777,H0MO06206
Chris,West,N00049527,H2GA02155
Mary,West,N00041497,H2GA10232
Matt,West,N00049330,H2OR06041
Bruce,Westerman,N00035527,H4AR04048
John Kael,Weston,N00046077,S2UT00385
Bret,Westwood,N00051021,S4OR00271
Jennifer,Wexton,N00041002,H8VA10106
Daniel Fred,Weyer,N00050274,H2NE01126
Nate,Weymouth,N00050191,H2TX24171
Bruce,Whalen,N00049261,S2SD00118
Bill,Wheelen,N00050089,H2FL21157
Bill,Wheeler,N00051658,H2WA02250
Greg,Wheeler,N00049732,H2OH13256
Tanya,Wheeless,N00049045,H2AZ09175
Taylor,Whichard,N00048778,H2TX08208
Andrew,White,N00049067,H2CO06198
Arnold J.,White,N00051649,H2TN04316
Doug,White,N00049354,H2WA04199
John,White,N00051266,H2AR04158
Marc,White,N00050009,S2NC00661
Michael,White,N00051265,H2AR02129
Philanise,White,N00045396,H0IL01194
Royce Alexander,White,N00050399,H2MN05190
Wayne,White,N00050598,H2GA06214
Paul,Whitehead,N00050820,H2GA02197
Daniel,Whitfield,N00045870,S0AR00218
Gabe,Whitley,N00047958,H2IN08151
Mark,Whitney,N00045340,S2CA00864
Sandra,Whitten,N00044370,H0TX28069
Brandon,Wienberg,N00050251,H2NJ07259
Patrick,Wiesner,N00032740,S0KS00166
Brice,Wiggins,N00049622,H2MS04308
Gloria,Wiggins,N00051905,H2LA03147
Lyman,Wight,N00051116,H2UT03348
Dan,Wik,N00039405,H2NE03056
Susan,Wild,N00041997,H8PA15229
Andrew Jaye,Wildman,N00026737,S2MD00651
Colin,Wilhelm,N00047928,H2CO03195
Mckayla,Wilkes,N00044251,H2MD05536
Anthony,Williams,N00051539,S2IL00291
Archie,Williams,N00050959,H2UT03298
Brandon,Williams,N00050433,H2NY22212
Charise A,Williams,N00050355,H2IL01372
Cordie,Williams,N00049380,S2CA01094
Cornelius,Williams,N00049313,H2NE02140
Darrell L,Williams,N00049265,S2WI00466
Dave,Williams,N00049482,H2CO05216
Denise,Williams,N00051611,H2AK00515
Henry II,Williams,N00051190,H2NC01263
Jason,Williams,N00051338,H2AK00499
John-Michael,Williams,N00042381,S2CA00856
Kelly,Williams,N00049495,H2DC01029
LaTroy,Williams,N00039588,H6TN09415
Lily Tang,Williams,N00049675,H2NH02260
Lindsey Demart,Williams,N00049323,H2NY13120
Lynnette,Williams,N00051596,H2TN08184
Marcus,Williams,N00002361,S8NC00270
Marsha,Williams,N00047868,H2IL16065
Michael Howard,Williams,N00044060,H0TX31048
Mikal,Williams,N00045792,H0TX14218
Nikema Natassha,Williams,N00047361,H0GA05301
Rickey,Williams,N00049784,H2TX03308
Roger,Williams,N00030602,H2TX33040
Roy Jr,Williams,N00050476,H2TX30251
Sam Jr,Williams,N00043538,H8TX16166
Skylar,Williams,N00049627,H2MT02118
Steve,Williams,N00050794,H2CA36504
Tommy,Williams,N00051016,S2UT00419
Victor,Williams,N00050515,S2AL00277
Whittney,Williams,N00045144,H2MI06158
John,Williamson,N00033451,H2AZ06254
Barry,Wilson,N00051052,H2IL14128
Billy Ray,Wilson,N00025282,S0KY00255
Celina,Wilson,N00051561,H2NY01265
Daniel,Wilson,N00047894,H2CA26125
Eric,Wilson,N00051346,H2CA12265
Frederica,Wilson,N00030650,H0FL17068
Joe,Wilson,N00024809,H2SC02059
Tamie,Wilson,N00051094,H2OH04156
Tremayne,Wilson,N00051614,H2AK00549
Calvin,Wimbish,N00049509,H2FL10283
Angela Marie,Windhauser,N00048673,H2DC10012
Donna,Windholz,N00049480,H2CO04128
David,Windisch,N00051092,H2OH02143
Janice,Winfrey,N00037604,H2MI12172
Kathleen,Winn,N00049040,H2AZ02378
Kurt,Winstead,N00050469,H2TN05370
Tom,Winter,N00044326,H0MT00090
Mike,Winton,N00036467,H4TN06184
Cinde,Wirth,N00050368,H2IN06304
Claire,Wirth,N00048217,H2KY04196
Connell,Wise,N00049497,H2DC01045
Scott,Wise,N00030000,H8IN03068
Patrick J,Witt,N00048982,H2GA10240
Rob,Wittman,N00029459,H8VA01147
Tres,Wittum,N00050944,H2TN05453
Tim,Wolf,N00051888,H2CO02221
Andrew,Wolfe,N00048266,H2NY11132
Kevin Alan,Wolff,N00051201,H2NC13284
Steve,Womack,N00031857,H0AR03055
Tom,Wong,N00050062,H2CA14196
Daniel,Wood,N00045637,H0AZ03461
John Frederick,Wood,N00051542,S2MO00734
Marisa,Wood,N00048477,H2CA23155
Michael,Wood,N00048299,H2TX06293
Phil,Wood,N00050616,H2IL08195
Jeff,Woodard,N00049760,H2PA18234
Michelle,Wooddell,N00050140,H2MI12164
Michele,Woodhouse,N00049668,H2NC14035
John,Woodman,N00050874,H2MO07192
Mary Jo,Woods,N00048310,H2TX17084
Ray,Woods,N00036606,S4OK00349
Jo,Woodward,N00051323,H2AK00341
Adam,Wool,N00051025,H2AK01240
Steve,Wozniak,N00051344,H2CA05137
Carla,Wright,N00043401,S8MO00269
Glenn,Wright,N00050960,H2UT03306
Harrison,Wright,N00048466,H2AL05136
Stephen,Wright,N00039993,H6AK00284
Susan,Wright,N00048295,H2TX06251
Glenda,Wright-McCullum,N00047866,H2IL01190
Erick,Wyatt,N00036459,H2OK02208
Ron,Wyden,N00007724,S6OR00110
Fred,Wysocki,N00043649,H8RI01092
May Lor,Xiong,N00050398,H2MN04177
Yan,Xiong,N00049320,H2NY01166
David,Xu,N00049258,S2PA00570
Michael,Yadeta,N00047140,H0MD08237
Wadi,Yakhour,N00048055,H2WA03118
Rudy,Yakym,N00051733,H2IN02295
Henry,Yanez,N00032679,H2MI10168
David,Yassky,N00051289,H2NY10258
Andy,Yates,N00049416,H2AZ01370
Scott,Yates,N00050074,H2CO03336
Rose,Yee,N00050297,H2CA01268
Joe,Yetter,N00050444,H2OR02156
Kyle,Yoshida,N00051622,H2HI02631
Aleem,Young,N00040793,H2IN09308
Don,Young,N00007999,H6AK00045
Geno,Young,N00048213,H2IL16115
Geoffrey,Young,N00035887,H2KY06183
Herschel,Young,N00034715,H2MO04116
Ken,Young,N00046155,H2CA24187
Rubin,Young,N00047943,H2FL23104
Shuwaski,Young,N00048723,H2MS03136
Todd,Young,N00030670,S6IN00191
Eugene,Yu,N00050346,H2GA06206
Peter,Yu,N00042087,S2CO00167
Stephen,Yurash,N00050799,H2CO02197
Alexandre,Zajic,N00050678,H2NY01216
Jazari Kual,Zakaria,N00049673,H2NE01100
Claudia,Zapata,N00048787,H2TX35128
Diego,Zavala,N00046837,H0TX34026
Dana,Zavorka,N00050719,H2TX21219
Heba Machado,Zayas,N00051589,H2MD06336
Gregory,Zelenitz,N00051096,H2OH06128
Hasime,Zherka,N00050909,H2NY14169
Lily,Zhou,N00047850,S2CA00948
Christian Gerard,Zimm,N00049532,H2GA05166
Marina,Zimmerman,N00048172,H2CO03260
Robert,Zimmerman,N00050159,H2NY03188
David,Zink,N00049047,H2CA01235
Jeff,Zink,N00047893,H2AZ07187
Ryan,Zinke,N00035616,H4MT01041
Thomas,Zmich,N00046429,H0NY06086
Steve,Zorn,N00043139,H2CO08111
George,Zsidisin,N00051639,H2MO01252
Mike,Zumbluskas,N00050429,H2NY12221
Paloma,Zuniga,N00049276,H2CA33220
Curt,Zygmond,N00048530,H2MT02068
