givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Adam,Schiff,,Adam,Schiff,,,S001150,,,,1960,,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Derek,Schmidt,,Derek,Schmidt,,,S001228,,,,1968,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false}]"
Eric,Schmitt,Stephen,Eric,Schmitt,Stephen,,S001227,,,,1975,,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false}]"
Brad,Schneider,,Brad,Schneider,,,S001190,,,,1961,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Hillary,Scholten,,Hillary,Scholten,,,S001221,,,,1982,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MI"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Kim,Schrier,,Kim,Schrier,,,S001216,,,,1968,,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WA"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Charles,Schumer,Ellis,Charles,Schumer,Ellis,Chuck,S000148,,,,1950,,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
David,Schweikert,,David,Schweikert,,,S001183,,,,1962,,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AZ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AZ"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AZ"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""AZ"",""parties"":[""Republican""],""electionCirca"":false}]"
Austin,Scott,,Austin,Scott,,,S001189,,,,1969,,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false}]"
David,Scott,,David,Scott,,,S001157,,,,1945,,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Richard,Scott,Lynn,Richard,Scott,Lynn,Rick,S001217,,,,1952,,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Robert,Scott,C.,Robert,Scott,C.,,S000185,,,,1947,,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Tim,Scott,,Tim,Scott,,,S001184,,,,1965,,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":113,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
Keith,Self,,Keith,Self,,,S001224,,,,1953,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Pete,Sessions,,Pete,Sessions,,,S000250,,,,1955,,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
