first_name,last_name,current_net_worth,normalized_net_worth,slug_url,top_contributors,top_industries,contributors_period_start,contributors_period_end,contributors_period,industries_period_start,industries_period_end,industries_period
Veronica,Escobar,$641.50K,"$641,500",https://www.opensecrets.org/members-of-congress/veronica-escobar/summary?cid=N00041702,"Adelanto Healthcare Ventures ($14,200); Tropicana Homes ($13,200); L3Harris Technologies ($12,500); Fox Auto Team ($11,600); Hunt Companies ($10,559)","Lawyers/Law Firms ($78,400); Real Estate ($61,209); Retired ($51,965); Lobbyists ($51,850); Health Professionals ($49,179)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Adam,Smith,$633.15K,"$633,150",https://www.opensecrets.org/members-of-congress/adam-smith/summary?cid=N00007833,"American Israel Public Affairs Cmte ($327,764); General Atomics ($34,600); Palantir Technologies ($28,100); General Dynamics ($28,000); Microsoft Corp ($24,250)","Pro-Israel ($335,464); Misc Defense ($154,500); Defense Aerospace ($124,650); Electronics Mfg & Equip ($98,029); Air Transport ($76,344)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Scott,DesJarlais,$628.21K,"$628,210",https://www.opensecrets.org/members-of-congress/scott-desjarlais/summary?cid=N00030957,"McKee Foods ($19,800); House Freedom Fund ($13,600); National Assn of Realtors ($10,500); American Revival PAC ($10,000); Majority Cmte PAC ($10,000)","Leadership PACs ($62,500); Food Processing & Sales ($26,400); Real Estate ($19,326); Republican/Conservative ($17,760); Home Builders ($13,400)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Riley,Moore,$626.02K,"$626,020",https://www.opensecrets.org/members-of-congress/riley-moore/summary?cid=N00051965&cycle=2024,"American Israel Public Affairs Cmte ($27,250); Civil-Military Innovation Institute ($17,200); Cleveland-Cliffs ($15,074); Spilman, Thomas & Battle ($14,450); Frankovitch, Anetakis et al ($14,300)","Retired ($109,664); Leadership PACs ($106,100); Oil & Gas ($88,366); Mining ($80,937); Lawyers/Law Firms ($68,795)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Johnny,Olszewski,$620.19K,"$620,190",https://www.opensecrets.org/members-of-congress/john-anthony-olszewski-jr/industries?cid=N00054814&cycle=2024&recs=0&type=I,,"Real Estate ($239,423); Pro-Israel ($86,600); Lawyers/Law Firms ($77,343); Retired ($67,631); Lobbyists ($67,627)",,,,2023,2024,2023 - 2024
Martin,Heinrich,$613.00K,"$613,000",https://www.opensecrets.org/members-of-congress/heinrich-martin/summary?cid=N00029835&cycle=2024,"University of New Mexico ($76,120); Summit Ridge Energy ($75,100); Pattern Energy Group ($72,600); JStreetPAC ($65,559); Mmr Constructors ($61,500)","Retired ($1,379,133); Lawyers/Law Firms ($1,049,232); Lobbyists ($661,604); Securities & Investment ($601,315); Renewable Energy ($450,024)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Juan,Ciscomani,$609.56K,"$609,560",https://www.opensecrets.org/members-of-congress/juan-ciscomani/summary?cid=N00049039,"American Israel Public Affairs Cmte ($618,522); Hsl Properties ($46,700); Cottonwood Properties ($34,270); Dci Group ($27,950); Chamberlain Distributing ($26,400)","Retired ($1,021,905); Pro-Israel ($755,164); Leadership PACs ($652,610); Real Estate ($520,241); Securities & Investment ($451,382)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Joseph,Morelle,$605.61K,"$605,610",https://www.opensecrets.org/members-of-congress/morelle-joseph-d/summary?cid=N00043207&cycle=2024,"American Israel Public Affairs Cmte ($99,870); University of Rochester ($40,748); L3Harris Technologies ($36,941); Constellation Brands ($21,600); Wilmorite Inc ($14,250)","Insurance ($121,563); Lobbyists ($115,795); Real Estate ($113,550); Pro-Israel ($101,720); Securities & Investment ($95,850)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Hillary,Scholten,$594.45K,"$594,450",https://www.opensecrets.org/members-of-congress/scholten-hillary/summary?cid=N00044885&cycle=2024,"American Israel Public Affairs Cmte ($135,936); Miller, Johnson et al ($56,240); JStreetPAC ($46,554); Varnum Llp ($31,771); EMILY's List ($30,005)","Retired ($620,604); Securities & Investment ($354,650); Lawyers/Law Firms ($349,630); Leadership PACs ($321,619); Real Estate ($235,636)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Kat,Cammack,$592.80K,"$592,800",https://www.opensecrets.org/members-of-congress/kat-cammack/summary?cid=N00045978,"American Israel Public Affairs Cmte ($25,360); Andreessen Horowitz ($19,800); Gleim Publications ($18,600); University of Florida ($17,553); Perry-Mccall Construction ($15,000)","Real Estate ($198,884); Retired ($177,857); Crop Production & Basic Processing ($161,038); Republican/Conservative ($147,702); Automotive ($91,066)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Hakeem,Jeffries,$586.19K,"$586,190",https://www.opensecrets.org/members-of-congress/jeffries-hakeem/summary?cid=N00033640&cycle=2024,"American Israel Public Affairs Cmte ($866,550); BlackRock Inc ($74,275); Apollo Global Management ($70,200); MetLife Inc ($68,511); Lockheed Martin ($63,538)","Retired ($4,060,860); Securities & Investment ($1,327,409); Pro-Israel ($1,157,099); Lawyers/Law Firms ($1,015,987); Real Estate ($814,661)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Janice,Schakowsky,$586.00K,"$586,000",https://www.opensecrets.org/members-of-congress/schakowsky-jan/summary?cid=N00004724&cycle=2024,"State of Illinois ($32,800); JStreetPAC ($23,620); Cooney & Conway ($20,800); Ariel Investments ($13,200); Clifford Law Offices ($13,200)","Lawyers/Law Firms ($203,940); Democratic/Liberal ($161,092); Retired ($120,630); Health Professionals ($97,713); Civil Servants/Public Officials ($82,425)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Angela,Alsobrooks,$558.00K,"$558,000",https://www.opensecrets.org/members-of-congress/angela-alsobrooks/summary?cid=N00053033&cycle=2024,"EMILY's List ($241,099); JStreetPAC ($162,838); US Government ($98,016); Medstar Health ($89,705); University of Maryland ($89,050)","Retired ($3,611,028); Lawyers/Law Firms ($1,877,321); Democratic/Liberal ($1,308,915); Education ($1,153,075); Civil Servants/Public Officials ($1,035,166)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
James,Moylan,$549.00K,"$549,000",https://www.opensecrets.org/members-of-congress/moylan-james-c/summary?cid=N00050604&cycle=2024,"Building Bridges PAC ($11,250); Innovation PAC ($10,000); Majority Cmte PAC ($10,000); American Revival Pac ($7,000); National Assn of Broadcasters ($6,100)","Leadership PACs ($63,250); Republican/Conservative ($20,000); Insurance ($19,800); Real Estate ($17,300); Candidate Committees ($14,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Emilia,Sykes,$538.50K,"$538,500",,,,,,,,,
Terri,Sewell,$524.68K,"$524,680",https://www.opensecrets.org/members-of-congress/sewell-terri/summary?cid=N00030622&cycle=2024,"National Assn of Realtors ($128,350); American Israel Public Affairs Cmte ($48,050); Grail Inc ($36,000); Charter Brokerage LLC ($25,750); Community Oncology Alliance ($20,000)","Insurance ($278,654); Securities & Investment ($209,036); Pharmaceuticals/Health Products ($202,593); Real Estate ($189,124); Health Professionals ($185,682)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
John,Moolenaar,$524.50K,"$524,500",https://www.opensecrets.org/members-of-congress/moolenaar-john/summary?cid=N00036275&cycle=2024,"Miller Energy Co ($26,899); Cadillac Casting ($26,200); Michigan Research Institute ($22,400); American Israel Public Affairs Cmte ($21,500); Rdv Corp ($19,875)","Retired ($132,227); Lobbyists ($108,690); Real Estate ($99,650); Securities & Investment ($81,075); Health Professionals ($74,239)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jeff,Hurd,$521.55K,"$521,550",https://www.opensecrets.org/campaign-expenditures/vendor?vendor=Jeff+Hurd+for+Congress&year=2024,,,,,,,,
Rashida,Tlaib,$490.50K,"$490,500",https://www.opensecrets.org/members-of-congress/rashida-tlaib/summary?cid=N00042649,"Pressure Grout Co ($39,600); Dana Investment Corp ($29,100); Unlimited Wireless ($26,400); Apple Inc ($24,433); Vela ($20,500)","Health Professionals ($1,051,787); Retired ($672,770); Education ($522,612); Lawyers/Law Firms ($243,070); Real Estate ($235,733)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mike,Bost,$480.96K,"$480,960",https://www.opensecrets.org/members-of-congress/mike-bost/summary?cid=N00035420,"American Israel Public Affairs Cmte ($56,270); Veterans United Home Loans ($28,200); Melaleuca Inc ($26,400); Poettker Construction ($26,400); The Maschhoffs ($25,000)","Leadership PACs ($244,800); Retired ($169,902); Crop Production & Basic Processing ($142,861); Real Estate ($120,680); Lawyers/Law Firms ($111,768)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Danny,Davis,$480.14K,"$480,140",https://www.opensecrets.org/members-of-congress/davis-danny-k/summary?cid=N00004884&cycle=2024,"McDonald's Corp ($11,301); American Optometric Assn ($11,000); Service Employees International Union ($10,250); American Federation of State/Cnty/Munic Employees ($10,000); AmeriPAC: The Fund for a Greater America ($10,000)","Health Professionals ($64,028); Leadership PACs ($47,515); Insurance ($39,750); Public Sector Unions ($31,500); Real Estate ($31,150)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Elissa,Slotkin,$462.71K,"$462,710",https://www.opensecrets.org/members-of-congress/elissa-slotkin/summary?cid=N00041357,"University of Michigan ($305,178); Michigan State University ($273,117); EMILY's List ($214,953); Google Inc ($87,828); Wilmerhale LLP ($81,463)","Retired ($8,748,862); Lawyers/Law Firms ($2,467,593); Education ($2,252,599); Securities & Investment ($2,208,301); Democratic/Liberal ($1,346,554)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Trent,Kelly,$457.50K,"$457,500",https://www.opensecrets.org/members-of-congress/trent-kelly/summary?cid=N00037003,"Dunlap & Kyle ($25,200); Herzog Contracting ($24,800); Seemann Composites ($20,800); Herzog ($19,800); Trinity Yachts ($18,200)","Misc Defense ($104,250); Lobbyists ($91,670); Crop Production & Basic Processing ($87,300); Defense Aerospace ($85,500); Agricultural Services/Products ($55,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
John,Mannion,$456.00K,"$456,000",https://www.opensecrets.org/members-of-congress/john-mannion/summary?cid=N00053112&cycle=2024,"Swing Left ($47,676); JStreetPAC ($46,950); Syracuse University ($43,358); AmeriPAC: The Fund for a Greater America ($24,325); Google Inc ($22,614)","Retired ($454,090); Democratic/Liberal ($258,738); Education ($223,943); Leadership PACs ($174,425); Lawyers/Law Firms ($173,372)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mark,Alford,$453.13K,"$453,130",https://www.opensecrets.org/members-of-congress/mark-alford/summary?cid=N00049617,"Plz Aeroscience ($26,400); Ward Enterprises (Kansas) ($26,400); Max Motors ($21,800); Rmjk Enterprises ($21,800); Poet LLC ($16,600)","Crop Production & Basic Processing ($84,625); Retired ($77,010); Securities & Investment ($62,600); Leadership PACs ($57,769); Agricultural Services/Products ($54,850)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Michael,Cloud,$450.50K,"$450,500",https://www.opensecrets.org/members-of-congress/michael-cloud/summary?cid=N00041882,"American Israel Public Affairs Cmte ($23,001); House Freedom Fund ($21,300); CL Thomas Inc ($13,825); Saulsbury Industries ($13,200); Cheniere Energy ($10,000)","Retired ($78,395); Oil & Gas ($46,750); Republican/Conservative ($44,289); Livestock ($37,892); Health Professionals ($31,654)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Pablo,Hernández,$447.05K,"$447,050",,,,,,,,,
George,Latimer,$445.71K,"$445,710",https://www.opensecrets.org/campaign-expenditures/vendor?cycle=2024&vendor=George+Latimer+for+Congress,,,,,,,,
Nick,LaLota,$441.75K,"$441,750",https://www.opensecrets.org/members-of-congress/nick-lalota/summary?cid=N00050419,,,,,,,,
Gabe,Evans,$439.50K,"$439,500",https://www.opensecrets.org/members-of-congress/timothy-gabriel-joseph-evans/summary?cid=N00053312&cycle=2024,"Haselden Construction ($20,113); Valmore Gp ($19,800); Bt Construction ($16,600); Jane Street Capital ($16,500); Transwest Automotive Group ($16,500)","Retired ($404,648); Leadership PACs ($330,900); Securities & Investment ($219,519); Real Estate ($186,901); Republican/Conservative ($148,387)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Bill,Cassidy,$431.50K,"$431,500",https://www.opensecrets.org/members-of-congress/cassidy-bill/summary?cid=N00030245&cycle=2024,"Welsh, Carson et al ($142,480); Ochsner Health System ($130,995); Andreessen Horowitz ($69,000); Oceans Healthcare ($64,200); NorPAC ($59,200)","Securities & Investment ($1,557,360); Health Professionals ($1,313,974); Retired ($991,464); Pharmaceuticals/Health Products ($712,504); Real Estate ($663,069)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Sharice,Davids,$431.00K,"$431,000",https://www.opensecrets.org/members-of-congress/sharice-davids/summary?cid=N00042626,"JStreetPAC ($46,025); American Israel Public Affairs Cmte ($36,504); University of Kansas ($24,642); Fair Shot PAC ($23,200); Cross Law Firm ($19,800)","Retired ($712,430); Lawyers/Law Firms ($309,460); Securities & Investment ($305,934); Leadership PACs ($254,551); Casinos/Gambling ($240,378)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Tom,Barrett,$422.41K,"$422,410",https://www.opensecrets.org/members-of-congress/tom-barrett/summary?cid=N00049596,"Huron Capital Partners ($26,400); Haworth Inc ($20,050); Rdv Corp ($19,875); Starkey Hearing Technologies ($16,500); Mid-American Gunite ($13,602)","Republican/Conservative ($659,480); Retired ($511,818); Leadership PACs ($384,100); Securities & Investment ($301,388); Real Estate ($209,692)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mark,Amodei,$415.50K,"$415,500",https://www.opensecrets.org/members-of-congress/amodei-mark/summary?cid=N00031177&cycle=2024,"Sierra Nevada Corp ($20,900); Meruelo Group ($19,800); American Israel Public Affairs Cmte ($13,750); Bodines Casino ($13,200); Kerrigan Advisors ($13,200)","Casinos/Gambling ($101,942); Real Estate ($64,850); Retired ($64,150); Securities & Investment ($63,600); Lobbyists ($54,450)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Eric,Swalwell,$415.50K,"$415,500",https://www.opensecrets.org/members-of-congress/eric-swalwell/summary?cid=N00033508,"California Automotive Retailing Group ($20,800); Gehry Partners ($19,800); Kleiner, Perkins et al ($19,800); Susman Godfrey Llp ($19,800); Law Office of Jaspreet Singh ($18,600)","Retired ($482,763); Lawyers/Law Firms ($402,031); Real Estate ($214,555); Securities & Investment ($173,195); TV/Movies/Music ($167,507)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Adriano,Espaillat,$415.50K,"$415,500",https://www.opensecrets.org/members-of-congress/adriano-espaillat/summary?cid=N00034549,"American Israel Public Affairs Cmte ($160,810); Columbia University ($20,200); Pan Am Equities ($19,800); Monroe College ($17,100); Atabey Capital Management ($16,000)","Pro-Israel ($169,410); Real Estate ($121,475); Securities & Investment ($91,150); Health Professionals ($80,025); Lawyers/Law Firms ($57,525)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Herbert,Conaway,$415.00K,"$415,000",https://www.opensecrets.org/officeholders/herbert-c-conaway-jr/summary?cycle=2024&id=6389645,"Horizon Blue Cross/Blue Shield Of Nj ($3,000); Eli Lilly & Co ($850); Organization unavailable for these records ($35)","Insurance ($3,000); Pharmaceuticals/Health Products ($850); Non-contribution ($35)",2024,2024,2024,2024,2024,2024
Tim,Walberg,$410.18K,"$410,180",https://www.opensecrets.org/members-of-congress/tim-walberg/summary?cid=N00026368,"American Israel Public Affairs Cmte ($34,450); Rdv Corp ($19,800); McKinley Assoc ($16,635); DTE Energy ($15,122); Ross Design & Engineering ($14,566)","Retired ($118,188); Insurance ($84,338); Electric Utilities ($77,163); Securities & Investment ($70,370); Oil & Gas ($67,100)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Alma,Adams,$407.50K,"$407,500",https://www.opensecrets.org/members-of-congress/adams-alma/summary?cid=N00035451&cycle=2024,"Duke Energy ($10,350); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers ($10,000); Blue Cross & Blue Shield Assn ($10,000)","Commercial Banks ($48,245); Public Sector Unions ($44,000); Insurance ($41,280); Building Trade Unions ($40,500); Health Professionals ($37,860)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Michael,Turner,$399.27K,"$399,270",https://www.opensecrets.org/members-of-congress/turner-michael-r/summary?cid=N00025175&cycle=2024,"American Israel Public Affairs Cmte ($154,663); Cymi Holdings ($26,400); Sugar Creek Packing ($25,200); Leidos Inc ($23,900); Synergy Building Systems ($23,100)","Misc Defense ($174,825); Pro-Israel ($161,513); Defense Aerospace ($86,600); Retired ($72,474); Lobbyists ($64,645)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Darin,LaHood,$398.50K,"$398,500",https://www.opensecrets.org/members-of-congress/darin-lahood/summary?cid=N00037031,"Springfield Armory ($44,800); Marquis Energy ($42,100); American Israel Public Affairs Cmte ($28,710); Akin, Gump et al ($28,350); BGR Group ($25,068)","Insurance ($262,144); Securities & Investment ($237,178); Lobbyists ($210,502); Health Professionals ($183,251); Real Estate ($151,877)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
